data_avg,data_max,data_min,data_std,epoch,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_f1_macro,valid_f1_micro,valid_f1_weighted,valid_loss
,,,,39,461879,,,0.7837750315666199,0.7837750315666199,0.671190083026886,0.3862989544868469,0.6887472867965698,0.6887473464012146,0.7837750315666199,0.7666059136390686,0.4855802357196808
-0.3886103928089142,151.0623016357422,-152.72442626953125,7.083755970001221,39,461879,0.7777369022369385,0.49842435121536255,,,,,,,,,
,,,,40,473426,,,0.7869359850883484,0.7869359850883484,0.694669246673584,0.4207629859447479,0.7086784839630127,0.7086784243583679,0.7869359850883484,0.7770341038703918,0.4976089894771576
-0.3770243525505066,150.68670654296875,-151.96331787109375,7.041947841644287,40,473426,0.7778478264808655,0.49763691425323486,,,,,,,,,
,,,,41,484973,,,0.7818697690963745,0.7818697690963745,0.6647253632545471,0.3751550614833832,0.6823713779449463,0.6823713779449463,0.7818697690963745,0.7628522515296936,0.48539772629737854
-0.3646470904350281,150.6695098876953,-151.29212951660156,7.018046855926514,41,484973,0.7778803110122681,0.49765124917030334,,,,,,,,,
,,,,42,496520,,,0.7840131521224976,0.7840131521224976,0.6684445738792419,0.38273343443870544,0.6864095330238342,0.6864095330238342,0.7840131521224976,0.7656121253967285,0.48509669303894043
-0.351913183927536,150.80335998535156,-152.14968872070312,7.050745010375977,42,496520,0.7777450084686279,0.4976135790348053,,,,,,,,,
,,,,43,508067,,,0.7867627739906311,0.7867627739906311,0.6816793084144592,0.40383443236351013,0.6986543536186218,0.6986543536186218,0.7867627739906311,0.7724220156669617,0.48573940992355347
-0.34529033303260803,151.1211395263672,-153.11080932617188,7.05633020401001,43,508067,0.7781861424446106,0.49700701236724854,,,,,,,,,
,,,,44,519614,,,0.7865679264068604,0.7865679264068604,0.6799918413162231,0.4013703465461731,0.6972039937973022,0.6972039937973022,0.7865679264068604,0.7716739177703857,0.48640093207359314
-0.3385177552700043,152.80215454101562,-154.25929260253906,7.114963054656982,44,519614,0.7785244584083557,0.4969780445098877,,,,,,,,,
,,,,45,531161,,,0.786286473274231,0.786286473274231,0.6815733313560486,0.40315696597099304,0.6983801126480103,0.6983801126480103,0.786286473274231,0.7720966339111328,0.48538365960121155
-0.3300199508666992,152.45384216308594,-153.94984436035156,7.094353199005127,45,531161,0.7783809900283813,0.4967484176158905,,,,,,,,,
,,,,46,542708,,,0.7865462899208069,0.7865462899208069,0.6794590950012207,0.4006340503692627,0.6967580318450928,0.696757972240448,0.7865462899208069,0.7714595198631287,0.4909781515598297
-0.3196853697299957,151.91026306152344,-154.2408447265625,7.096253871917725,46,542708,0.778440535068512,0.49667882919311523,,,,,,,,,
,,,,47,554255,,,0.7863298058509827,0.7863298058509827,0.6806908249855042,0.4020339250564575,0.6976820230484009,0.6976820230484009,0.7863298058509827,0.7717943787574768,0.48489609360694885
-0.3191865384578705,151.59490966796875,-153.9541778564453,7.086732864379883,47,554255,0.778822124004364,0.49586960673332214,,,,,,,,,
,,,,48,565802,,,0.7852689027786255,0.7852689027786255,0.6770511269569397,0.39596664905548096,0.694277286529541,0.6942772269248962,0.7852689027786255,0.7697846293449402,0.48498573899269104
-0.31393393874168396,151.548583984375,-153.89205932617188,7.06019926071167,48,565802,0.7791144251823425,0.4954063296318054,,,,,,,,,
,,,,49,577349,,,0.7831687927246094,0.7831687927246094,0.6679126024246216,0.38106581568717957,0.685657262802124,0.685657262802124,0.7831687927246094,0.7649173736572266,0.4853406548500061
-0.3009933829307556,152.17845153808594,-154.68800354003906,7.09620475769043,49,577349,0.7788708209991455,0.49553433060646057,,,,,,,,,
,,,,50,588896,,,0.7845544219017029,0.7845544219017029,0.6746607422828674,0.39192822575569153,0.6920035481452942,0.6920035481452942,0.7845544219017029,0.7684378027915955,0.4845377504825592
-0.29358211159706116,151.05416870117188,-154.06492614746094,7.071224689483643,50,588896,0.7790305018424988,0.4949420392513275,,,,,,,,,
,,,,51,600443,,,0.7877587080001831,0.7877587080001831,0.6897864937782288,0.4155239760875702,0.7054208517074585,0.7054209113121033,0.7877587080001831,0.7759268283843994,0.48653486371040344
-0.2849437892436981,151.07000732421875,-153.8734893798828,7.0732879638671875,51,600443,0.7796232104301453,0.4944467842578888,,,,,,,,,
,,,,52,611990,,,0.782259464263916,0.782259464263916,0.664081335067749,0.374656081199646,0.6819041967391968,0.6819042563438416,0.782259464263916,0.762790322303772,0.4839751422405243
-0.2680300176143646,150.95376586914062,-153.57000732421875,7.067905902862549,52,611990,0.7799831628799438,0.4940086007118225,,,,,,,,,
,,,,53,623537,,,0.7874339818954468,0.7874339818954468,0.6869000196456909,0.4114364683628082,0.7030659914016724,0.7030659914016724,0.7874339818954468,0.7747204899787903,0.48498472571372986
-0.2618263065814972,150.39462280273438,-153.4107208251953,7.0609283447265625,53,623537,0.7804161906242371,0.49350544810295105,,,,,,,,,
,,,,54,635084,,,0.7711960077285767,0.7711960077285767,0.6209848523139954,0.2959723472595215,0.6335131525993347,0.6335131525993347,0.7711960077285767,0.7352068424224854,0.4918862581253052
-0.25665420293807983,150.78988647460938,-153.3740692138672,7.0672783851623535,54,635084,0.7800670862197876,0.4935561418533325,,,,,,,,,
,,,,55,646631,,,0.7841863632202148,0.7841863632202148,0.6677501201629639,0.3819473087787628,0.6858444213867188,0.6858444809913635,0.7841863632202148,0.7654176354408264,0.4823935031890869
-0.2447649985551834,148.6980438232422,-151.92837524414062,7.019022464752197,55,646631,0.7799885869026184,0.49310633540153503,,,,,,,,,
,,,,56,658178,,,0.7845760583877563,0.7845760583877563,0.7082331776618958,0.43455249071121216,0.7167798280715942,0.7167797684669495,0.7845760583877563,0.7795119285583496,0.5066539645195007
-0.23777008056640625,149.16725158691406,-152.1721954345703,7.039771556854248,56,658178,0.7807192802429199,0.49214968085289,,,,,,,,,
,,,,57,669725,,,0.7887762784957886,0.7887762784957886,0.6967743635177612,0.4255058169364929,0.7110438942909241,0.7110438942909241,0.7887762784957886,0.7788926362991333,0.48925286531448364
-0.23134253919124603,147.74285888671875,-151.0076904296875,7.005146026611328,57,669725,0.7814581394195557,0.49184876680374146,,,,,,,,,
,,,,58,681272,,,0.7875205874443054,0.7875205874443054,0.6821269392967224,0.4052848219871521,0.6993169784545898,0.6993169784545898,0.7875205874443054,0.7730432748794556,0.4811694324016571
-0.2290712147951126,145.10275268554688,-148.7321319580078,6.931236743927002,58,681272,0.7811360955238342,0.49146974086761475,,,,,,,,,
,,,,59,692819,,,0.7874556183815002,0.7874556183815002,0.6784577369689941,0.4003155827522278,0.6962746381759644,0.6962746977806091,0.7874556183815002,0.7716132402420044,0.47965362668037415
-0.223739892244339,143.45614624023438,-146.98379516601562,6.86994743347168,59,692819,0.7817369103431702,0.49075618386268616,,,,,,,,,
,,,,60,704366,,,0.7845977544784546,0.7845977544784546,0.6637184023857117,0.3766690194606781,0.682279109954834,0.682279109954834,0.7845977544784546,0.7639044523239136,0.48004162311553955
-0.21587684750556946,141.50965881347656,-145.73927307128906,6.823863506317139,60,704366,0.7826083302497864,0.4896447956562042,,,,,,,,,
,,,,61,715913,,,0.7882567048072815,0.7882567048072815,0.6819679737091064,0.4059109389781952,0.6994794607162476,0.6994794011116028,0.7882567048072815,0.7734251022338867,0.4797295033931732
-0.20868468284606934,139.8622283935547,-143.69265747070312,6.759261131286621,61,715913,0.7828059196472168,0.489509642124176,,,,,,,,,
,,,,62,727460,,,0.7874772548675537,0.7874772548675537,0.6738125681877136,0.39402538537979126,0.6923225522041321,0.6923225522041321,0.7874772548675537,0.7697843909263611,0.47926393151283264
-0.20052124559879303,137.55271911621094,-141.927490234375,6.702367782592773,62,727460,0.783022403717041,0.48850521445274353,,,,,,,,,
,,,,63,739007,,,0.7861998677253723,0.7861998677253723,0.6663499474525452,0.3821814954280853,0.685212254524231,0.685212254524231,0.7861998677253723,0.7659297585487366,0.47912654280662537
-0.19189617037773132,134.79721069335938,-138.8037872314453,6.605018615722656,63,739007,0.783552885055542,0.4881185293197632,,,,,,,,,
,,,,64,750554,,,0.7906599044799805,0.7906599044799805,0.6926465630531311,0.42251574993133545,0.7088547945022583,0.7088547348976135,0.7906599044799805,0.7787214517593384,0.48024818301200867
-0.18493440747261047,130.61245727539062,-134.66464233398438,6.449896812438965,64,750554,0.7841374278068542,0.4873131811618805,,,,,,,,,
,,,,65,762101,,,0.7895557284355164,0.7895557284355164,0.6841689944267273,0.4103016257286072,0.7017809152603149,0.7017809152603149,0.7895557284355164,0.7750258445739746,0.47746866941452026
-0.17987869679927826,125.56291961669922,-129.83534240722656,6.271395683288574,65,762101,0.7841347455978394,0.4869545102119446,,,,,,,,,
,,,,66,773648,,,0.7884948253631592,0.7884948253631592,0.6748828887939453,0.39664018154144287,0.69361412525177,0.69361412525177,0.7884948253631592,0.770801842212677,0.47650620341300964
-0.1759733110666275,122.10360717773438,-125.99156188964844,6.1230244636535645,66,773648,0.7846164703369141,0.4862430989742279,,,,,,,,,
,,,,67,785195,,,0.7882999777793884,0.7882999777793884,0.6717406511306763,0.39208984375,0.6907837390899658,0.6907837390899658,0.7882999777793884,0.7693967819213867,0.4773183763027191
-0.17252899706363678,117.9705810546875,-121.96510314941406,5.957862377166748,67,785195,0.7848329544067383,0.485863596200943,,,,,,,,,
,,,,68,796742,,,0.7913310527801514,0.7913310527801514,0.6980891823768616,0.43011474609375,0.7131773829460144,0.7131773829460144,0.7913310527801514,0.7809581160545349,0.4852406978607178
-0.1671658307313919,116.1242904663086,-119.71387481689453,5.871766090393066,68,796742,0.784862756729126,0.4848921000957489,,,,,,,,,
,,,,69,808289,,,0.7814800143241882,0.7814800143241882,0.6448798179626465,0.34517326951026917,0.6625389456748962,0.6625389456748962,0.7814800143241882,0.7532379627227783,0.4826628267765045
-0.16154976189136505,114.11244201660156,-117.67894744873047,5.79408073425293,69,808289,0.7856800556182861,0.4840340316295624,,,,,,,,,
,,,,70,819836,,,0.7917424440383911,0.7917424440383911,0.6848852038383484,0.41377246379852295,0.7032443284988403,0.7032442688941956,0.7917424440383911,0.7766097187995911,0.476453959941864
-0.1581755131483078,111.80425262451172,-115.32483673095703,5.685302734375,70,819836,0.7859534025192261,0.483386367559433,,,,,,,,,
,,,,71,831383,,,0.7890360951423645,0.7890360951423645,0.674614429473877,0.3968857526779175,0.6935733556747437,0.6935733556747437,0.7890360951423645,0.7710025906562805,0.47466862201690674
-0.15333721041679382,110.14366912841797,-113.52452087402344,5.598254203796387,71,831383,0.7862105369567871,0.4831492602825165,,,,,,,,,
,,,,72,842930,,,0.7902485728263855,0.7902485728263855,0.6758928298950195,0.4000156819820404,0.6951202750205994,0.6951202750205994,0.7902485728263855,0.7722184062004089,0.47728273272514343
-0.14660371840000153,107.90406799316406,-111.52750396728516,5.510210037231445,72,842930,0.7860129475593567,0.4825914204120636,,,,,,,,,
,,,,73,854477,,,0.7895990014076233,0.7895990014076233,0.6723389625549316,0.3943883180618286,0.6917600631713867,0.6917600631713867,0.7895990014076233,0.7703786492347717,0.47465845942497253
-0.13894076645374298,107.23379516601562,-110.5389175415039,5.455158710479736,73,854477,0.7863242030143738,0.48175013065338135,,,,,,,,,
,,,,74,866024,,,0.7909629940986633,0.7909629940986633,0.6863458752632141,0.4147755205631256,0.7041000127792358,0.7041000127792358,0.7909629940986633,0.7766796350479126,0.4741523861885071
-0.13307027518749237,106.07151794433594,-109.2803726196289,5.402059078216553,74,866024,0.7869601845741272,0.48127350211143494,,,,,,,,,
,,,,75,877571,,,0.7915692329406738,0.7915692329406738,0.6858262419700623,0.4148026406764984,0.7039334774017334,0.7039334774017334,0.7915692329406738,0.7768557667732239,0.47567254304885864
-0.1250963658094406,106.09705352783203,-109.1622543334961,5.390792369842529,75,877571,0.7877693772315979,0.48059821128845215,,,,,,,,,
,,,,76,889118,,,0.7884515523910522,0.7884515523910522,0.6706861257553101,0.39079323410987854,0.6898905038833618,0.6898905038833618,0.7884515523910522,0.7690376043319702,0.47441041469573975
-0.11780181527137756,105.16081237792969,-108.51310729980469,5.356632709503174,76,889118,0.7880021333694458,0.48026585578918457,,,,,,,,,
,,,,77,900665,,,0.7907248735427856,0.7907248735427856,0.6798205375671387,0.40587565302848816,0.6986581087112427,0.6986581087112427,0.7907248735427856,0.7740641236305237,0.4733274281024933
-0.10915101319551468,103.94425201416016,-107.34700012207031,5.311838626861572,77,900665,0.7875745296478271,0.4797340929508209,,,,,,,,,
,,,,78,912212,,,0.7913960218429565,0.7913960218429565,0.6834878921508789,0.4115309417247772,0.7019661664962769,0.7019661664962769,0.7913960218429565,0.775875449180603,0.4730536937713623
-0.10254047065973282,103.63307189941406,-106.63858795166016,5.283812999725342,78,912212,0.788094162940979,0.47916528582572937,,,,,,,,,
,,,,79,923759,,,0.7903568148612976,0.7903568148612976,0.6793206334114075,0.4047810435295105,0.6980968713760376,0.6980969309806824,0.7903568148612976,0.7736522555351257,0.4726644456386566
-0.09697851538658142,103.1939926147461,-106.03427124023438,5.243637561798096,79,923759,0.7890008091926575,0.4782976508140564,,,,,,,,,
,,,,80,935306,,,0.7912011742591858,0.7912011742591858,0.6807894706726074,0.4077223241329193,0.6996543407440186,0.6996543407440186,0.7912011742591858,0.7747227549552917,0.4732359051704407
-0.09046712517738342,103.16091918945312,-105.98843383789062,5.245919704437256,80,935306,0.7885677814483643,0.47796761989593506,,,,,,,,,
,,,,81,946853,,,0.792998194694519,0.792998194694519,0.6922589540481567,0.4247666597366333,0.709589958190918,0.7095898985862732,0.792998194694519,0.7800487279891968,0.47373536229133606
-0.08607620745897293,103.015869140625,-105.96351623535156,5.230907440185547,81,946853,0.7889223098754883,0.47745269536972046,,,,,,,,,
,,,,82,958400,,,0.7911579012870789,0.7911579012870789,0.6792309880256653,0.4055832326412201,0.6983233690261841,0.6983233690261841,0.7911579012870789,0.7740852236747742,0.4720900058746338
-0.08087220788002014,103.1426773071289,-106.15470123291016,5.221455097198486,82,958400,0.7889547944068909,0.4769512116909027,,,,,,,,,
,,,,83,969947,,,0.7913527488708496,0.7913527488708496,0.6831622123718262,0.4110505282878876,0.7016817927360535,0.7016817927360535,0.7913527488708496,0.7757259011268616,0.4717552959918976
-0.07547412812709808,102.89407348632812,-105.78630828857422,5.2206244468688965,83,969947,0.7892714142799377,0.47650468349456787,,,,,,,,,
,,,,84,981494,,,0.7911579012870789,0.7911579012870789,0.6770612001419067,0.40265026688575745,0.6964633464813232,0.6964633464813232,0.7911579012870789,0.7732158899307251,0.47192469239234924
-0.07171539962291718,102.47389221191406,-105.53538513183594,5.2035017013549805,84,981494,0.7892552018165588,0.47623106837272644,,,,,,,,,
,,,,85,993041,,,0.7926517724990845,0.7926517724990845,0.6876562833786011,0.41845014691352844,0.7058448791503906,0.7058449387550354,0.7926517724990845,0.7781868577003479,0.4718087315559387
-0.06828401982784271,102.82965850830078,-105.6708755493164,5.206226348876953,85,993041,0.7898857593536377,0.4755710959434509,,,,,,,,,
,,,,86,1004588,,,0.7915042638778687,0.7915042638778687,0.6818364858627319,0.40946871042251587,0.7006456255912781,0.7006456255912781,0.7915042638778687,0.775307834148407,0.4715229272842407
-0.06592284142971039,102.50395202636719,-105.49144744873047,5.191274166107178,86,1004588,0.7899209260940552,0.4750593602657318,,,,,,,,,
,,,,87,1016135,,,0.7920672297477722,0.7920672297477722,0.6804487109184265,0.4082704484462738,0.6996994018554688,0.6996994018554688,0.7920672297477722,0.7750980257987976,0.47144874930381775
