subject_id,accuracy,balanced_accuracy,precision,recall,f1_macro,mcc,roc_auc,n_samples
16,0.6862745098039216,0.6681818181818182,0.6217105263157895,0.6681818181818182,0.6222222222222222,0.2861433040115075,0.725,51
16,0.6268656716417911,0.6043083900226758,0.5851851851851853,0.6043083900226758,0.581772784019975,0.18852617346618114,0.6496598639455783,67
5,0.7628205128205128,0.6015476513711648,0.6043526785714286,0.6015476513711648,0.6028895768833848,0.20588122229303624,0.6212326907412435,156
5,0.36503551696921865,0.5638281792377386,0.5267367553081839,0.5638281792377386,0.3370089508212982,0.0826210242019868,0.6118777077676132,2534
