subject_id,accuracy,balanced_accuracy,precision,recall,f1_macro,mcc,roc_auc,n_samples
24,0.5648148148148148,0.7152572442341809,0.6292613636363636,0.7152572442341809,0.5401757405562098,0.3336132186968377,0.8982850384387936,108
26,0.695852534562212,0.6576190476190475,0.6094783594783595,0.6576190476190475,0.61174365647365,0.26272323655036495,0.6978231292517005,217
1,0.7225433526011561,0.6908798758865249,0.6302555958862675,0.6908798758865249,0.6369518646439033,0.31536120228269077,0.6995789007092198,346
